id,fk_series_id,time_original,conc_original,conc_sd_original,conc_lower_bound_original,conc_upper_bound_original,no_conc_val_type,time_hr,conc,conc_sd,conc_lower_bound,conc_upper_bound
10997,23583,-0.48313253,1.292173275,,,,,-0.48313,1.29217,,,
10998,23583,-0.46626506,1.397278636,,,,,-0.46626,1.39727,,,
10999,23583,-0.450164294,1.633832562,,,,,-0.45016,1.63383,,,
11000,23583,-0.415662651,1.698981615,,,,,-0.41566,1.69898,,,
11001,23583,-0.382694414,1.766728485,,,,,-0.38269,1.76672,,,
11002,23583,-0.348959474,1.789905855,,,,,-0.34895,1.7899,,,
11003,23583,-0.315991238,1.766728485,,,,,-0.31599,1.76672,,,
11004,23583,-0.282256298,1.861278329,,,,,-0.28225,1.86127,,,
11005,23583,-0.249288061,1.452995104,,,,,-0.24928,1.45299,,,
11006,23583,-0.216319825,1.861278329,,,,,-0.21631,1.86127,,,
11007,23583,-0.183351588,1.813387284,,,,,-0.18335,1.81338,,,
11008,23583,-0.149616648,1.698981615,,,,,-0.14961,1.69898,,,
11009,23583,-0.116648412,1.698981615,,,,,-0.11664,1.69898,,,
11010,23583,-0.082913472,1.633832562,,,,,-0.08291,1.63383,,,
11011,23583,-0.066812705,1.743851238,,,,,-0.06681,1.74385,,,
11012,23583,-0.049945235,1.789905855,,,,,-0.04994,1.7899,,,
11013,23583,-0.033844469,1.766728485,,,,,-0.03384,1.76672,,,
11014,23583,-0.016976999,1.698981615,,,,,-0.01697,1.69898,,,
11015,23583,-0.000109528999999997,1.571181711,,,,,-0.0001,1.57118,,,
11016,23583,0.0167579410000001,0.374614778,,,,,0.01675,0.37461,,,
11017,23583,0.033625411,0.216695083,,,,,0.03362,0.21669,,,
11018,23583,0.049726177,0.197800058,,,,,0.04972,0.1978,,,
11019,23583,0.065826944,0.156437052,,,,,0.06582,0.15643,,,
11020,23583,0.082694414,0.144669626,,,,,0.08269,0.14466,,,
